Date,Store_ID,Product_ID,Inventory_Level,Units_Ordered
2022-04-01,S002,P0007,366,45
2022-04-01,S002,P0008,411,123
2022-04-01,S002,P0009,453,111
2022-04-01,S002,P0010,349,77
2022-04-01,S002,P0011,379,108
2022-04-01,S002,P0012,132,32
2022-04-01,S002,P0013,262,174
2022-04-01,S002,P0014,490,64
2022-04-01,S002,P0015,249,181
2022-04-01,S002,P0016,391,151
2022-04-01,S002,P0017,309,137
2022-04-01,S002,P0018,235,153
2022-04-01,S002,P0019,100,167
2022-04-01,S002,P0020,456,181
2022-04-01,S003,P0001,450,111
2022-04-01,S003,P0002,379,28
2022-04-01,S003,P0003,138,28
2022-04-01,S003,P0004,197,191
2022-04-01,S003,P0005,263,126
2022-04-01,S003,P0006,226,117
2022-04-01,S003,P0007,450,162
2022-04-01,S003,P0008,312,69
2022-04-01,S003,P0009,311,58
2022-04-01,S003,P0010,251,135
2022-04-01,S003,P0011,100,83
2022-04-01,S003,P0012,89,159
2022-04-01,S003,P0013,86,88
2022-04-01,S003,P0014,477,145
2022-04-01,S003,P0015,258,28
2022-04-01,S003,P0016,200,39
2022-04-01,S003,P0017,413,61
2022-04-01,S003,P0018,166,194
2022-04-01,S003,P0019,407,160
2022-04-01,S003,P0020,311,83
2022-04-01,S004,P0001,64,126
2022-04-01,S004,P0002,494,55
2022-04-01,S004,P0003,277,190
2022-04-01,S004,P0004,242,190
2022-04-01,S004,P0005,158,111
2022-04-01,S004,P0006,381,57
2022-04-01,S004,P0007,250,135
2022-04-01,S004,P0008,399,164
2022-04-01,S004,P0009,355,198
2022-04-01,S004,P0010,185,160
2022-04-01,S004,P0011,430,23
2022-04-01,S004,P0012,202,76
2022-04-01,S004,P0013,116,152
2022-04-01,S004,P0014,139,165
2022-04-01,S004,P0015,373,52
2022-04-01,S004,P0016,188,113
2022-04-01,S004,P0017,355,105
2022-04-01,S004,P0018,258,97
2022-04-01,S004,P0019,79,86
2022-04-01,S004,P0020,392,104
2022-04-01,S005,P0001,463,28
2022-04-01,S005,P0002,124,103
2022-04-01,S005,P0003,208,149
2022-04-01,S005,P0004,148,111
2022-04-01,S005,P0005,212,74
2022-04-01,S005,P0006,420,111
2022-04-01,S005,P0007,122,101
2022-04-01,S005,P0008,77,53
2022-04-01,S005,P0009,459,79
2022-04-01,S005,P0010,288,119
2022-04-01,S005,P0011,201,176
2022-04-01,S005,P0012,311,138
2022-04-01,S005,P0013,187,133
2022-04-01,S005,P0014,304,194
2022-04-01,S005,P0015,200,80
2022-04-01,S005,P0016,279,38
2022-04-01,S005,P0017,403,83
2022-04-01,S005,P0018,483,56
2022-04-01,S005,P0019,282,186
2022-04-01,S005,P0020,253,26
2022-04-02,S001,P0001,200,54
2022-04-02,S001,P0002,232,149
2022-04-02,S001,P0003,361,78
2022-04-02,S001,P0004,98,88
2022-04-02,S001,P0005,63,128
2022-04-02,S001,P0006,159,164
2022-04-02,S001,P0007,95,36
2022-04-02,S001,P0008,362,71
2022-04-02,S001,P0009,202,72
2022-04-02,S001,P0010,126,92
2022-04-02,S001,P0011,239,192
2022-04-02,S001,P0012,419,70
2022-04-02,S001,P0013,137,190
2022-04-02,S001,P0014,95,101
2022-04-02,S001,P0015,434,120
2022-04-02,S001,P0016,424,182
2022-04-02,S001,P0017,149,120
2022-04-02,S001,P0018,375,124
2022-04-02,S001,P0019,475,132
2022-04-02,S001,P0020,499,111
2022-04-02,S002,P0001,290,45
2022-04-02,S002,P0002,124,75
2022-04-02,S002,P0003,86,177
2022-04-02,S002,P0004,96,196
2022-04-02,S002,P0005,321,22
2022-04-02,S002,P0006,315,82
2022-04-02,S002,P0007,155,42
2022-04-02,S002,P0008,371,94
2022-04-02,S002,P0009,435,192
2022-04-02,S002,P0010,475,164
2022-04-02,S002,P0011,281,70
2022-04-02,S002,P0012,107,113
2022-04-02,S002,P0013,374,132
2022-04-02,S002,P0014,340,190
2022-04-02,S002,P0015,210,146
2022-04-02,S002,P0016,164,184
2022-04-02,S002,P0017,96,172
2022-04-02,S002,P0018,193,100
2022-04-02,S002,P0019,346,92
2022-04-02,S002,P0020,343,130
2022-04-02,S003,P0001,493,146
2022-04-02,S003,P0002,336,173
2022-04-02,S003,P0003,328,71
2022-04-02,S003,P0004,333,24
2022-04-02,S003,P0005,53,174
2022-04-02,S003,P0006,444,131
2022-04-02,S003,P0007,154,135
2022-04-02,S003,P0008,322,164
2022-04-02,S003,P0009,394,79
2022-04-02,S003,P0010,155,173
2022-04-02,S003,P0011,277,165
2022-04-02,S003,P0012,405,157
2022-04-02,S003,P0013,253,134
2022-04-02,S003,P0014,355,25
2022-04-02,S003,P0015,500,119
2022-04-02,S003,P0016,64,152
2022-04-02,S003,P0017,329,50
2022-04-02,S003,P0018,158,58
2022-04-02,S003,P0019,235,187
2022-04-02,S003,P0020,135,121
2022-04-02,S004,P0001,191,51
2022-04-02,S004,P0002,412,96
2022-04-02,S004,P0003,296,102
2022-04-02,S004,P0004,222,195
2022-04-02,S004,P0005,186,114
2022-04-02,S004,P0006,478,180
2022-04-02,S004,P0007,252,91
2022-04-02,S004,P0008,97,86
2022-04-02,S004,P0009,269,45
2022-04-02,S004,P0010,317,144
2022-04-02,S004,P0011,430,107
2022-04-02,S004,P0012,292,173
2022-04-02,S004,P0013,86,20
2022-04-02,S004,P0014,451,52
2022-04-02,S004,P0015,487,35
2022-04-02,S004,P0016,498,60
2022-04-02,S004,P0017,297,199
2022-04-02,S004,P0018,221,66
2022-04-02,S004,P0019,388,30
2022-04-02,S004,P0020,131,60
2022-04-02,S005,P0001,210,113
2022-04-02,S005,P0002,402,49
2022-04-02,S005,P0003,157,168
2022-04-02,S005,P0004,358,54
2022-04-02,S005,P0005,63,126
2022-04-02,S005,P0006,209,43
2022-04-02,S005,P0007,157,32
2022-04-02,S005,P0008,396,33
2022-04-02,S005,P0009,412,131
2022-04-02,S005,P0010,224,190
2022-04-02,S005,P0011,217,115
2022-04-02,S005,P0012,122,155
2022-04-02,S005,P0013,190,176
2022-04-02,S005,P0014,73,39
2022-04-02,S005,P0015,417,184
2022-04-02,S005,P0016,205,83
2022-04-02,S005,P0017,165,110
2022-04-02,S005,P0018,64,192
2022-04-02,S005,P0019,315,158
2022-04-02,S005,P0020,439,39
2022-04-03,S001,P0001,208,142
2022-04-03,S001,P0002,408,107
2022-04-03,S001,P0003,427,191
2022-04-03,S001,P0004,441,189
2022-04-03,S001,P0005,492,180
2022-04-03,S001,P0006,275,36
2022-04-03,S001,P0007,195,42
2022-04-03,S001,P0008,106,31
2022-04-03,S001,P0009,394,149
2022-04-03,S001,P0010,145,197
2022-04-03,S001,P0011,288,148
2022-04-03,S001,P0012,159,99
2022-04-03,S001,P0013,130,155
2022-04-03,S001,P0014,198,150
2022-04-03,S001,P0015,126,39
2022-04-03,S001,P0016,334,126
2022-04-03,S001,P0017,337,59
2022-04-03,S001,P0018,420,28
2022-04-03,S001,P0019,124,143
2022-04-03,S001,P0020,61,50
2022-04-03,S002,P0001,239,53
2022-04-03,S002,P0002,173,193
2022-04-03,S002,P0003,81,68
2022-04-03,S002,P0004,235,76
2022-04-03,S002,P0005,262,52
2022-04-03,S002,P0006,240,169
2022-04-03,S002,P0007,112,126
2022-04-03,S002,P0008,399,138
2022-04-03,S002,P0009,467,112
2022-04-03,S002,P0010,487,134
2022-04-03,S002,P0011,74,165
2022-04-03,S002,P0012,453,183
2022-04-03,S002,P0013,478,131
2022-04-03,S002,P0014,357,153
2022-04-03,S002,P0015,392,175
2022-04-03,S002,P0016,353,104
2022-04-03,S002,P0017,398,49
2022-04-03,S002,P0018,156,88
2022-04-03,S002,P0019,329,121
2022-04-03,S002,P0020,172,163
2022-04-03,S003,P0001,140,172
2022-04-03,S003,P0002,423,55
2022-04-03,S003,P0003,405,37
2022-04-03,S003,P0004,405,116
2022-04-03,S003,P0005,369,164
2022-04-03,S003,P0006,216,118
2022-04-03,S003,P0007,438,103
2022-04-03,S003,P0008,452,125
2022-04-03,S003,P0009,481,33
2022-04-03,S003,P0010,351,146
2022-04-03,S003,P0011,449,187
2022-04-03,S003,P0012,139,122
2022-04-03,S003,P0013,274,65
2022-04-03,S003,P0014,172,39
2022-04-03,S003,P0015,196,181
2022-04-03,S003,P0016,174,34
2022-04-03,S003,P0017,167,145
2022-04-03,S003,P0018,53,57
2022-04-03,S003,P0019,298,166
2022-04-03,S003,P0020,457,163
2022-04-03,S004,P0001,429,99
2022-04-03,S004,P0002,417,170
2022-04-03,S004,P0003,465,141
2022-04-03,S004,P0004,486,34
2022-04-03,S004,P0005,389,105
2022-04-03,S004,P0006,400,172
2022-04-03,S004,P0007,292,49
2022-04-03,S004,P0008,217,153
2022-04-03,S004,P0009,443,41
2022-04-03,S004,P0010,111,25
2022-04-03,S004,P0011,289,129
2022-04-03,S004,P0012,240,198
2022-04-03,S004,P0013,52,123
2022-04-03,S004,P0014,375,153
2022-04-03,S004,P0015,86,85
2022-04-03,S004,P0016,117,198
2022-04-03,S004,P0017,186,22
2022-04-03,S004,P0018,197,113
2022-04-03,S004,P0019,430,162
2022-04-03,S004,P0020,317,59
2022-04-03,S005,P0001,122,138
2022-04-03,S005,P0002,75,83
2022-04-03,S005,P0003,407,172
2022-04-03,S005,P0004,230,82
2022-04-03,S005,P0005,376,75
2022-04-03,S005,P0006,233,120
2022-04-03,S005,P0007,487,52
2022-04-03,S005,P0008,490,88
2022-04-03,S005,P0009,303,118
2022-04-03,S005,P0010,75,187
2022-04-03,S005,P0011,263,124
2022-04-03,S005,P0012,406,153
2022-04-03,S005,P0013,150,85
2022-04-03,S005,P0014,132,60
2022-04-03,S005,P0015,72,81
2022-04-03,S005,P0016,194,130
2022-04-03,S005,P0017,397,131
2022-04-03,S005,P0018,315,160
2022-04-03,S005,P0019,487,159
2022-04-03,S005,P0020,208,108
2022-04-04,S001,P0001,70,197
2022-04-04,S001,P0002,336,83
2022-04-04,S001,P0003,154,40
2022-04-04,S001,P0004,275,105
2022-04-04,S001,P0005,59,176
2022-04-04,S001,P0006,215,188
2022-04-04,S001,P0007,335,112
2022-04-04,S001,P0008,437,110
2022-04-04,S001,P0009,263,63
2022-04-04,S001,P0010,177,28
2022-04-04,S001,P0011,164,98
2022-04-04,S001,P0012,323,169
2022-04-04,S001,P0013,110,177
2022-04-04,S001,P0014,162,184
2022-04-04,S001,P0015,82,35
2022-04-04,S001,P0016,288,150
2022-04-04,S001,P0017,194,186
2022-04-04,S001,P0018,346,64
2022-04-04,S001,P0019,79,83
2022-04-04,S001,P0020,134,24
2022-04-04,S002,P0001,466,188
2022-04-04,S002,P0002,174,165
2022-04-04,S002,P0003,197,164
2022-04-04,S002,P0004,235,173
2022-04-04,S002,P0005,257,83
2022-04-04,S002,P0006,445,70
2022-04-04,S002,P0007,374,117
2022-04-04,S002,P0008,54,86
2022-04-04,S002,P0009,266,79
2022-04-04,S002,P0010,460,194
2022-04-04,S002,P0011,309,169
2022-04-04,S002,P0012,271,97
2022-04-04,S002,P0013,344,169
2022-04-04,S002,P0014,151,48
2022-04-04,S002,P0015,66,43
2022-04-04,S002,P0016,281,125
2022-04-04,S002,P0017,226,30
2022-04-04,S002,P0018,192,108
2022-04-04,S002,P0019,496,192
2022-04-04,S002,P0020,475,78
2022-04-04,S003,P0001,112,187
2022-04-04,S003,P0002,338,157
2022-04-04,S003,P0003,196,52
2022-04-04,S003,P0004,403,113
2022-04-04,S003,P0005,126,76
2022-04-04,S003,P0006,420,63
2022-04-04,S003,P0007,84,128
2022-04-04,S003,P0008,326,191
2022-04-04,S003,P0009,193,87
2022-04-04,S003,P0010,346,111
2022-04-04,S003,P0011,325,125
2022-04-04,S003,P0012,375,115
2022-04-04,S003,P0013,424,164
2022-04-04,S003,P0014,290,102
2022-04-04,S003,P0015,176,40
2022-04-04,S003,P0016,135,92
2022-04-04,S003,P0017,160,105
2022-04-04,S003,P0018,74,76
2022-04-04,S003,P0019,464,82
2022-04-04,S003,P0020,391,128
2022-04-04,S004,P0001,179,87
2022-04-04,S004,P0002,312,131
2022-04-04,S004,P0003,330,129
2022-04-04,S004,P0004,236,84
2022-04-04,S004,P0005,330,115
2022-04-04,S004,P0006,438,136
2022-04-04,S004,P0007,257,187
2022-04-04,S004,P0008,228,172
2022-04-04,S004,P0009,301,52
2022-04-04,S004,P0010,100,177
2022-04-04,S004,P0011,286,142
2022-04-04,S004,P0012,377,143
2022-04-04,S004,P0013,223,62
2022-04-04,S004,P0014,487,123
2022-04-04,S004,P0015,109,72
2022-04-04,S004,P0016,384,71
2022-04-04,S004,P0017,259,130
2022-04-04,S004,P0018,471,159
2022-04-04,S004,P0019,236,113
2022-04-04,S004,P0020,193,61
2022-04-04,S005,P0001,435,185
2022-04-04,S005,P0002,126,80
2022-04-04,S005,P0003,76,95
2022-04-04,S005,P0004,85,141
2022-04-04,S005,P0005,376,97
2022-04-04,S005,P0006,339,171
2022-04-04,S005,P0007,457,83
2022-04-04,S005,P0008,162,115
2022-04-04,S005,P0009,101,78
2022-04-04,S005,P0010,495,190
2022-04-04,S005,P0011,481,141
2022-04-04,S005,P0012,400,36
2022-04-04,S005,P0013,64,194
2022-04-04,S005,P0014,216,100
2022-04-04,S005,P0015,155,123
2022-04-04,S005,P0016,378,35
2022-04-04,S005,P0017,252,147
2022-04-04,S005,P0018,290,133
2022-04-04,S005,P0019,169,162
2022-04-04,S005,P0020,418,65
2022-04-05,S001,P0001,309,105
2022-04-05,S001,P0002,310,58
2022-04-05,S001,P0003,496,96
2022-04-05,S001,P0004,111,172
2022-04-05,S001,P0005,91,45
2022-04-05,S001,P0006,442,178
2022-04-05,S001,P0007,72,37
2022-04-05,S001,P0008,276,104
2022-04-05,S001,P0009,322,132
2022-04-05,S001,P0010,337,100
2022-04-05,S001,P0011,359,106
2022-04-05,S001,P0012,81,171
2022-04-05,S001,P0013,486,128
2022-04-05,S001,P0014,385,175
2022-04-05,S001,P0015,115,23
2022-04-05,S001,P0016,147,71
2022-04-05,S001,P0017,184,28
2022-04-05,S001,P0018,498,152
2022-04-05,S001,P0019,129,166
2022-04-05,S001,P0020,223,117
2022-04-05,S002,P0001,327,69
2022-04-05,S002,P0002,152,137
2022-04-05,S002,P0003,361,43
2022-04-05,S002,P0004,189,174
2022-04-05,S002,P0005,275,125
2022-04-05,S002,P0006,123,79
2022-04-05,S002,P0007,479,128
2022-04-05,S002,P0008,450,84
2022-04-05,S002,P0009,374,67
2022-04-05,S002,P0010,51,134
2022-04-05,S002,P0011,170,97
2022-04-05,S002,P0012,138,68
2022-04-05,S002,P0013,67,135
2022-04-05,S002,P0014,106,40
2022-04-05,S002,P0015,429,130
2022-04-05,S002,P0016,56,131
2022-04-05,S002,P0017,261,168
2022-04-05,S002,P0018,201,82
2022-04-05,S002,P0019,413,160
2022-04-05,S002,P0020,86,191
2022-04-05,S003,P0001,75,72
2022-04-05,S003,P0002,360,93
2022-04-05,S003,P0003,396,72
2022-04-05,S003,P0004,421,163
2022-04-05,S003,P0005,56,197
2022-04-05,S003,P0006,231,155
2022-04-05,S003,P0007,381,71
2022-04-05,S003,P0008,324,126
2022-04-05,S003,P0009,266,145
2022-04-05,S003,P0010,437,176
2022-04-05,S003,P0011,206,185
2022-04-05,S003,P0012,380,181
2022-04-05,S003,P0013,478,87
2022-04-05,S003,P0014,322,179
2022-04-05,S003,P0015,240,154
2022-04-05,S003,P0016,360,158
2022-04-05,S003,P0017,118,92
2022-04-05,S003,P0018,338,132
2022-04-05,S003,P0019,67,44
2022-04-05,S003,P0020,193,89
2022-04-05,S004,P0001,179,128
2022-04-05,S004,P0002,170,130
2022-04-05,S004,P0003,171,115
2022-04-05,S004,P0004,244,30
2022-04-05,S004,P0005,183,36
2022-04-05,S004,P0006,208,165
2022-04-05,S004,P0007,222,149
2022-04-05,S004,P0008,378,197
2022-04-05,S004,P0009,490,70
2022-04-05,S004,P0010,357,55
2022-04-05,S004,P0011,108,190
2022-04-05,S004,P0012,339,144
2022-04-05,S004,P0013,57,103
2022-04-05,S004,P0014,424,137
2022-04-05,S004,P0015,241,45
2022-04-05,S004,P0016,427,117
2022-04-05,S004,P0017,477,121
2022-04-05,S004,P0018,132,93
2022-04-05,S004,P0019,207,160
2022-04-05,S004,P0020,147,48
2022-04-05,S005,P0001,420,47
2022-04-05,S005,P0002,262,196
2022-04-05,S005,P0003,390,62
2022-04-05,S005,P0004,229,149
2022-04-05,S005,P0005,159,71
2022-04-05,S005,P0006,141,177
2022-04-05,S005,P0007,468,94
2022-04-05,S005,P0008,449,63
2022-04-05,S005,P0009,465,167
2022-04-05,S005,P0010,372,50
2022-04-05,S005,P0011,395,104
2022-04-05,S005,P0012,300,180
2022-04-05,S005,P0013,483,188
2022-04-05,S005,P0014,133,58
2022-04-05,S005,P0015,316,142
2022-04-05,S005,P0016,444,45
2022-04-05,S005,P0017,117,79
2022-04-05,S005,P0018,65,144
2022-04-05,S005,P0019,375,37
2022-04-05,S005,P0020,365,77
2022-04-06,S001,P0001,322,29
2022-04-06,S001,P0002,129,162
2022-04-06,S001,P0003,299,70
2022-04-06,S001,P0004,179,133
2022-04-06,S001,P0005,158,45
2022-04-06,S001,P0006,116,174
2022-04-06,S001,P0007,177,89
2022-04-06,S001,P0008,117,111
2022-04-06,S001,P0009,314,82
2022-04-06,S001,P0010,373,140
2022-04-06,S001,P0011,220,200
2022-04-06,S001,P0012,93,29
2022-04-06,S001,P0013,383,124
2022-04-06,S001,P0014,84,28
2022-04-06,S001,P0015,60,159
2022-04-06,S001,P0016,448,41
2022-04-06,S001,P0017,351,78
2022-04-06,S001,P0018,333,152
2022-04-06,S001,P0019,453,127
2022-04-06,S001,P0020,371,96
2022-04-06,S002,P0001,273,153
2022-04-06,S002,P0002,121,155
2022-04-06,S002,P0003,385,44
2022-04-06,S002,P0004,138,74
2022-04-06,S002,P0005,421,69
2022-04-06,S002,P0006,358,129
2022-04-06,S002,P0007,128,120
2022-04-06,S002,P0008,432,188
2022-04-06,S002,P0009,207,21
2022-04-06,S002,P0010,299,182
2022-04-06,S002,P0011,79,112
2022-04-06,S002,P0012,95,42
2022-04-06,S002,P0013,129,123
2022-04-06,S002,P0014,429,126
2022-04-06,S002,P0015,170,108
2022-04-06,S002,P0016,465,146
2022-04-06,S002,P0017,365,31
2022-04-06,S002,P0018,208,80
2022-04-06,S002,P0019,368,89
2022-04-06,S002,P0020,378,125
2022-04-06,S003,P0001,215,144
2022-04-06,S003,P0002,151,62
2022-04-06,S003,P0003,399,161
2022-04-06,S003,P0004,327,43
2022-04-06,S003,P0005,413,89
2022-04-06,S003,P0006,486,197
2022-04-06,S003,P0007,289,135
2022-04-06,S003,P0008,305,144
2022-04-06,S003,P0009,328,138
2022-04-06,S003,P0010,170,105
2022-04-06,S003,P0011,438,48
2022-04-06,S003,P0012,420,126
2022-04-06,S003,P0013,358,44
2022-04-06,S003,P0014,441,40
2022-04-06,S003,P0015,115,176
2022-04-06,S003,P0016,54,76
2022-04-06,S003,P0017,252,122
2022-04-06,S003,P0018,232,150
2022-04-06,S003,P0019,306,60
2022-04-06,S003,P0020,430,193
2022-04-06,S004,P0001,230,199
2022-04-06,S004,P0002,317,39
2022-04-06,S004,P0003,120,171
2022-04-06,S004,P0004,121,85
2022-04-06,S004,P0005,281,40
2022-04-06,S004,P0006,67,124
2022-04-06,S004,P0007,490,169
2022-04-06,S004,P0008,254,172
2022-04-06,S004,P0009,423,152
2022-04-06,S004,P0010,409,194
2022-04-06,S004,P0011,311,38
2022-04-06,S004,P0012,496,146
2022-04-06,S004,P0013,274,129
2022-04-06,S004,P0014,179,117
2022-04-06,S004,P0015,347,56
2022-04-06,S004,P0016,460,136
2022-04-06,S004,P0017,279,157
2022-04-06,S004,P0018,52,166
2022-04-06,S004,P0019,226,165
2022-04-06,S004,P0020,302,188
2022-04-06,S005,P0001,73,105
2022-04-06,S005,P0002,337,32
2022-04-06,S005,P0003,356,71
2022-04-06,S005,P0004,311,133
2022-04-06,S005,P0005,424,125
2022-04-06,S005,P0006,412,37
2022-04-06,S005,P0007,181,172
2022-04-06,S005,P0008,408,193
2022-04-06,S005,P0009,335,50
2022-04-06,S005,P0010,84,161
2022-04-06,S005,P0011,333,111
2022-04-06,S005,P0012,219,82
2022-04-06,S005,P0013,364,130
2022-04-06,S005,P0014,241,102
2022-04-06,S005,P0015,310,99
2022-04-06,S005,P0016,258,30
2022-04-06,S005,P0017,297,107
2022-04-06,S005,P0018,145,175
2022-04-06,S005,P0019,275,63
2022-04-06,S005,P0020,230,167
2022-04-07,S001,P0001,84,134
2022-04-07,S001,P0002,165,45
2022-04-07,S001,P0003,178,128
2022-04-07,S001,P0004,66,151
2022-04-07,S001,P0005,141,158
2022-04-07,S001,P0006,334,192
2022-04-07,S001,P0007,205,100
2022-04-07,S001,P0008,166,195
2022-04-07,S001,P0009,403,192
2022-04-07,S001,P0010,485,71
2022-04-07,S001,P0011,192,155
2022-04-07,S001,P0012,295,24
2022-04-07,S001,P0013,332,146
2022-04-07,S001,P0014,445,33
2022-04-07,S001,P0015,329,41
2022-04-07,S001,P0016,130,100
2022-04-07,S001,P0017,202,44
2022-04-07,S001,P0018,352,115
2022-04-07,S001,P0019,235,50
2022-04-07,S001,P0020,280,56
2022-04-07,S002,P0001,408,67
2022-04-07,S002,P0002,407,145
2022-04-07,S002,P0003,448,109
2022-04-07,S002,P0004,346,108
2022-04-07,S002,P0005,376,153
2022-04-07,S002,P0006,374,70
2022-04-07,S002,P0007,424,87
2022-04-07,S002,P0008,172,86
2022-04-07,S002,P0009,277,98
2022-04-07,S002,P0010,193,54
2022-04-07,S002,P0011,202,194
2022-04-07,S002,P0012,147,115
2022-04-07,S002,P0013,193,59
2022-04-07,S002,P0014,266,194
2022-04-07,S002,P0015,442,86
2022-04-07,S002,P0016,420,43
2022-04-07,S002,P0017,487,117
2022-04-07,S002,P0018,453,112
2022-04-07,S002,P0019,87,101
2022-04-07,S002,P0020,477,127
2022-04-07,S003,P0001,387,184
2022-04-07,S003,P0002,444,167
2022-04-07,S003,P0003,91,163
2022-04-07,S003,P0004,208,54
2022-04-07,S003,P0005,234,112
2022-04-07,S003,P0006,396,63
2022-04-07,S003,P0007,332,197
2022-04-07,S003,P0008,362,86
2022-04-07,S003,P0009,211,52
2022-04-07,S003,P0010,312,23
2022-04-07,S003,P0011,383,153
2022-04-07,S003,P0012,476,158
2022-04-07,S003,P0013,168,70
2022-04-07,S003,P0014,253,50
2022-04-07,S003,P0015,345,49
2022-04-07,S003,P0016,145,145
2022-04-07,S003,P0017,429,83
2022-04-07,S003,P0018,464,117
2022-04-07,S003,P0019,229,137
2022-04-07,S003,P0020,309,53
2022-04-07,S004,P0001,482,186
2022-04-07,S004,P0002,178,175
2022-04-07,S004,P0003,100,69
2022-04-07,S004,P0004,480,49
2022-04-07,S004,P0005,433,26
2022-04-07,S004,P0006,498,188
2022-04-07,S004,P0007,454,117
2022-04-07,S004,P0008,415,66
2022-04-07,S004,P0009,500,97
2022-04-07,S004,P0010,256,123
2022-04-07,S004,P0011,451,142
2022-04-07,S004,P0012,201,192
2022-04-07,S004,P0013,190,102
2022-04-07,S004,P0014,57,176
2022-04-07,S004,P0015,393,100
2022-04-07,S004,P0016,260,185
2022-04-07,S004,P0017,406,112
2022-04-07,S004,P0018,457,92
2022-04-07,S004,P0019,162,160
2022-04-07,S004,P0020,128,134
2022-04-07,S005,P0001,265,23
2022-04-07,S005,P0002,436,86
2022-04-07,S005,P0003,175,186
2022-04-07,S005,P0004,90,138
2022-04-07,S005,P0005,218,173
2022-04-07,S005,P0006,318,130
2022-04-07,S005,P0007,387,178
2022-04-07,S005,P0008,486,179
2022-04-07,S005,P0009,105,118
2022-04-07,S005,P0010,235,84
2022-04-07,S005,P0011,137,167
2022-04-07,S005,P0012,335,97
2022-04-07,S005,P0013,423,43
2022-04-07,S005,P0014,165,173
2022-04-07,S005,P0015,288,163
2022-04-07,S005,P0016,60,133
2022-04-07,S005,P0017,388,184
2022-04-07,S005,P0018,470,31
2022-04-07,S005,P0019,437,24
2022-04-07,S005,P0020,471,39
2022-04-08,S001,P0001,322,173
2022-04-08,S001,P0002,191,38
2022-04-08,S001,P0003,113,113
2022-04-08,S001,P0004,238,80
2022-04-08,S001,P0005,425,107
2022-04-08,S001,P0006,330,124
2022-04-08,S001,P0007,448,191
2022-04-08,S001,P0008,329,102
2022-04-08,S001,P0009,86,71
2022-04-08,S001,P0010,55,81
2022-04-08,S001,P0011,386,53
2022-04-08,S001,P0012,331,47
2022-04-08,S001,P0013,360,189
2022-04-08,S001,P0014,361,136
2022-04-08,S001,P0015,182,119
2022-04-08,S001,P0016,83,69
2022-04-08,S001,P0017,106,25
2022-04-08,S001,P0018,73,85
2022-04-08,S001,P0019,109,38
2022-04-08,S001,P0020,410,128
2022-04-08,S002,P0001,137,24
2022-04-08,S002,P0002,345,116
2022-04-08,S002,P0003,153,103
2022-04-08,S002,P0004,271,149
2022-04-08,S002,P0005,155,163
2022-04-08,S002,P0006,450,179
2022-04-08,S002,P0007,368,163
2022-04-08,S002,P0008,333,186
2022-04-08,S002,P0009,307,171
2022-04-08,S002,P0010,453,93
2022-04-08,S002,P0011,416,97
2022-04-08,S002,P0012,275,189
2022-04-08,S002,P0013,475,53
2022-04-08,S002,P0014,473,32
2022-04-08,S002,P0015,224,43
2022-04-08,S002,P0016,463,53
2022-04-08,S002,P0017,421,115
2022-04-08,S002,P0018,276,93
2022-04-08,S002,P0019,160,28
2022-04-08,S002,P0020,433,197
2022-04-08,S003,P0001,429,89
2022-04-08,S003,P0002,266,78
2022-04-08,S003,P0003,440,45
2022-04-08,S003,P0004,62,158
2022-04-08,S003,P0005,269,189
2022-04-08,S003,P0006,169,151
2022-04-08,S003,P0007,114,132
2022-04-08,S003,P0008,201,37
2022-04-08,S003,P0009,368,85
2022-04-08,S003,P0010,336,100
2022-04-08,S003,P0011,184,157
2022-04-08,S003,P0012,131,132
2022-04-08,S003,P0013,401,27
2022-04-08,S003,P0014,498,111
2022-04-08,S003,P0015,222,104
2022-04-08,S003,P0016,294,144
2022-04-08,S003,P0017,452,78
2022-04-08,S003,P0018,349,100
2022-04-08,S003,P0019,450,61
2022-04-08,S003,P0020,181,152
2022-04-08,S004,P0001,91,117
2022-04-08,S004,P0002,81,73
2022-04-08,S004,P0003,426,78
2022-04-08,S004,P0004,465,122
2022-04-08,S004,P0005,223,79
2022-04-08,S004,P0006,353,87
2022-04-08,S004,P0007,118,140
2022-04-08,S004,P0008,467,169
2022-04-08,S004,P0009,430,152
2022-04-08,S004,P0010,106,172
2022-04-08,S004,P0011,210,107
2022-04-08,S004,P0012,402,94
2022-04-08,S004,P0013,397,44
2022-04-08,S004,P0014,324,82
2022-04-08,S004,P0015,378,74
2022-04-08,S004,P0016,146,71
2022-04-08,S004,P0017,173,176
2022-04-08,S004,P0018,215,44
2022-04-08,S004,P0019,449,105
2022-04-08,S004,P0020,132,124
2022-04-08,S005,P0001,226,174
2022-04-08,S005,P0002,218,36
2022-04-08,S005,P0003,240,149
2022-04-08,S005,P0004,381,179
2022-04-08,S005,P0005,119,166
2022-04-08,S005,P0006,152,41
2022-04-08,S005,P0007,160,183
2022-04-08,S005,P0008,390,145
2022-04-08,S005,P0009,326,142
2022-04-08,S005,P0010,211,108
2022-04-08,S005,P0011,391,114
2022-04-08,S005,P0012,356,152
2022-04-08,S005,P0013,227,57
2022-04-08,S005,P0014,208,68
2022-04-08,S005,P0015,126,45
2022-04-08,S005,P0016,86,179
2022-04-08,S005,P0017,447,196
2022-04-08,S005,P0018,211,140
2022-04-08,S005,P0019,240,197
2022-04-08,S005,P0020,479,119
2022-04-09,S001,P0001,435,60
2022-04-09,S001,P0002,118,104
