Date,Store_ID,Product_ID,Units_Sold,Demand_Forecast,Discount,Weather_Condition,Holiday/Promotion,Region,Competitor_Pricing,Seasonality
2022-01-20,S001,P0005,460,465.22,0.20,Sunny,1,North,85.31,Summer
2022-01-20,S001,P0006,138,145.16,0.20,Sunny,0,West,85.70,Spring
2022-01-20,S001,P0007,204,217.51,0.10,Sunny,1,West,51.13,Summer
2022-01-20,S001,P0008,48,67.20,0.10,Snowy,0,North,12.39,Autumn
2022-01-20,S001,P0009,211,204.89,0.00,Snowy,1,North,44.10,Summer
2022-01-20,S001,P0010,165,175.76,0.05,Rainy,0,East,92.78,Spring
2022-01-20,S001,P0011,296,303.57,0.05,Cloudy,0,East,92.35,Autumn
2022-01-20,S001,P0012,191,210.48,0.15,Cloudy,0,East,88.84,Summer
2022-01-20,S001,P0013,57,47.05,0.15,Snowy,0,East,19.99,Summer
2022-01-20,S001,P0014,34,48.82,0.20,Sunny,0,East,66.68,Summer
2022-01-20,S001,P0015,304,306.41,0.10,Sunny,1,North,24.61,Autumn
2022-01-20,S001,P0016,163,158.18,0.15,Cloudy,0,West,56.14,Spring
2022-01-20,S001,P0017,347,340.36,0.10,Cloudy,0,West,93.84,Autumn
2022-01-20,S001,P0018,100,112.40,0.00,Snowy,0,West,72.32,Winter
2022-01-20,S001,P0019,11,2.94,0.15,Snowy,0,South,102.48,Summer
2022-01-20,S001,P0020,51,65.11,0.10,Snowy,1,East,81.56,Summer
2022-01-20,S002,P0001,224,231.66,0.05,Sunny,0,North,69.72,Winter
2022-01-20,S002,P0002,142,154.53,0.15,Cloudy,0,South,74.63,Summer
2022-01-20,S002,P0003,163,172.99,0.20,Cloudy,1,South,67.08,Autumn
2022-01-20,S002,P0004,337,346.09,0.15,Cloudy,1,South,80.19,Autumn
2022-01-20,S002,P0005,135,148.92,0.20,Rainy,1,West,57.49,Autumn
2022-01-20,S002,P0006,28,21.70,0.05,Cloudy,1,North,79.99,Spring
2022-01-20,S002,P0007,87,87.76,0.20,Snowy,1,East,50.25,Summer
2022-01-20,S002,P0008,188,191.22,0.20,Snowy,0,South,70.05,Winter
2022-01-20,S002,P0009,346,356.69,0.15,Cloudy,0,West,80.68,Autumn
2022-01-20,S002,P0010,171,187.24,0.05,Rainy,0,North,92.98,Spring
2022-01-20,S002,P0011,8,21.63,0.00,Snowy,0,West,86.02,Spring
2022-01-20,S002,P0012,36,45.07,0.00,Sunny,0,North,23.41,Autumn
2022-01-20,S002,P0013,47,49.58,0.20,Snowy,1,South,42.64,Summer
2022-01-20,S002,P0014,228,221.56,0.20,Snowy,1,South,51.70,Spring
2022-01-20,S002,P0015,0,12.86,0.15,Sunny,1,North,47.70,Winter
2022-01-20,S002,P0016,160,153.56,0.10,Cloudy,0,East,96.31,Winter
2022-01-20,S002,P0017,163,179.36,0.05,Sunny,1,East,100.04,Autumn
2022-01-20,S002,P0018,227,236.26,0.10,Sunny,1,East,92.43,Summer
2022-01-20,S002,P0019,110,107.20,0.10,Cloudy,0,West,9.15,Winter
2022-01-20,S002,P0020,161,160.71,0.20,Cloudy,1,East,67.39,Winter
2022-01-20,S003,P0001,19,26.61,0.20,Rainy,0,South,38.23,Autumn
2022-01-20,S003,P0002,153,155.53,0.20,Sunny,0,West,78.23,Summer
2022-01-20,S003,P0003,132,143.07,0.10,Sunny,1,West,80.32,Summer
2022-01-20,S003,P0004,3,10.24,0.05,Sunny,1,East,60.05,Winter
2022-01-20,S003,P0005,306,299.36,0.15,Snowy,1,East,82.88,Spring
2022-01-20,S003,P0006,193,187.22,0.15,Sunny,1,North,75.74,Autumn
2022-01-20,S003,P0007,181,189.38,0.15,Snowy,0,South,87.78,Spring
2022-01-20,S003,P0008,198,191.33,0.15,Sunny,1,East,9.69,Spring
2022-01-20,S003,P0009,469,470.75,0.10,Cloudy,1,South,28.59,Autumn
2022-01-20,S003,P0010,471,464.75,0.05,Snowy,1,North,10.81,Spring
2022-01-20,S003,P0011,156,152.52,0.10,Rainy,1,East,86.73,Autumn
2022-01-20,S003,P0012,28,27.53,0.15,Rainy,1,East,61.24,Winter
2022-01-20,S003,P0013,59,49.13,0.05,Sunny,1,South,39.82,Spring
2022-01-20,S003,P0014,127,122.39,0.15,Cloudy,0,West,72.02,Spring
2022-01-20,S003,P0015,25,36.26,0.15,Snowy,0,West,69.72,Winter
2022-01-20,S003,P0016,266,266.61,0.00,Cloudy,0,North,96.24,Spring
2022-01-20,S003,P0017,192,208.72,0.05,Sunny,1,South,21.52,Summer
2022-01-20,S003,P0018,176,169.86,0.00,Snowy,1,North,93.94,Winter
2022-01-20,S003,P0019,115,131.69,0.15,Rainy,1,West,72.14,Summer
2022-01-20,S003,P0020,17,26.60,0.10,Sunny,0,East,55.85,Autumn
2022-01-20,S004,P0001,47,50.09,0.05,Rainy,1,North,64.48,Spring
2022-01-20,S004,P0002,78,74.26,0.15,Sunny,1,West,57.58,Autumn
2022-01-20,S004,P0003,117,115.52,0.05,Rainy,0,South,65.34,Summer
2022-01-20,S004,P0004,387,385.46,0.00,Rainy,0,South,54.59,Spring
2022-01-20,S004,P0005,259,267.76,0.15,Snowy,1,West,61.98,Winter
2022-01-20,S004,P0006,39,56.17,0.15,Rainy,0,North,33.59,Summer
2022-01-20,S004,P0007,114,133.83,0.20,Sunny,0,South,15.37,Autumn
2022-01-20,S004,P0008,79,73.39,0.00,Snowy,0,East,42.36,Spring
2022-01-20,S004,P0009,200,215.03,0.10,Cloudy,0,West,84.06,Autumn
2022-01-20,S004,P0010,48,50.11,0.10,Sunny,1,West,89.53,Autumn
2022-01-20,S004,P0011,285,301.90,0.10,Snowy,0,North,24.72,Autumn
2022-01-20,S004,P0012,193,202.67,0.00,Snowy,1,South,24.51,Summer
2022-01-20,S004,P0013,208,227.00,0.20,Rainy,0,West,46.19,Autumn
2022-01-20,S004,P0014,31,35.78,0.00,Snowy,0,East,102.08,Winter
2022-01-20,S004,P0015,6,6.07,0.05,Cloudy,0,East,38.42,Winter
2022-01-20,S004,P0016,212,210.41,0.15,Sunny,0,West,22.86,Autumn
2022-01-20,S004,P0017,75,81.73,0.20,Rainy,0,North,43.85,Summer
2022-01-20,S004,P0018,11,26.86,0.05,Sunny,1,South,22.02,Summer
2022-01-20,S004,P0019,108,124.16,0.00,Cloudy,1,North,64.39,Summer
2022-01-20,S004,P0020,210,212.40,0.05,Cloudy,0,West,22.87,Winter
2022-01-20,S005,P0001,85,86.81,0.10,Cloudy,0,East,10.91,Autumn
2022-01-20,S005,P0002,326,341.53,0.10,Rainy,1,West,41.94,Spring
2022-01-20,S005,P0003,211,216.49,0.05,Snowy,1,West,33.18,Autumn
2022-01-20,S005,P0004,130,149.54,0.05,Rainy,1,North,36.23,Summer
2022-01-20,S005,P0005,80,70.81,0.20,Sunny,1,South,55.29,Spring
2022-01-20,S005,P0006,196,206.59,0.05,Cloudy,1,West,87.01,Summer
2022-01-20,S005,P0007,44,40.41,0.20,Snowy,1,East,44.75,Winter
2022-01-20,S005,P0008,75,68.04,0.05,Sunny,1,South,19.18,Winter
2022-01-20,S005,P0009,37,27.24,0.15,Rainy,0,West,31.70,Winter
2022-01-20,S005,P0010,63,62.65,0.00,Sunny,1,East,16.08,Summer
2022-01-20,S005,P0011,5,18.86,0.15,Rainy,0,West,67.47,Spring
2022-01-20,S005,P0012,236,254.46,0.10,Sunny,0,South,60.30,Autumn
2022-01-20,S005,P0013,157,168.94,0.10,Sunny,0,East,64.48,Winter
2022-01-20,S005,P0014,163,163.50,0.00,Sunny,1,South,33.55,Autumn
2022-01-20,S005,P0015,55,62.95,0.10,Cloudy,1,North,29.66,Summer
2022-01-20,S005,P0016,8,2.61,0.00,Rainy,0,North,66.23,Autumn
2022-01-20,S005,P0017,326,322.13,0.05,Snowy,1,South,32.07,Winter
2022-01-20,S005,P0018,26,32.01,0.20,Rainy,0,West,67.63,Winter
2022-01-20,S005,P0019,264,257.71,0.20,Cloudy,0,South,29.56,Summer
2022-01-20,S005,P0020,23,15.86,0.20,Sunny,1,West,78.35,Winter
2022-01-21,S001,P0001,390,401.10,0.15,Snowy,1,South,15.14,Summer
2022-01-21,S001,P0002,171,183.37,0.00,Sunny,0,East,23.11,Autumn
2022-01-21,S001,P0003,56,67.23,0.15,Sunny,0,South,63.18,Winter
2022-01-21,S001,P0004,79,96.30,0.05,Sunny,1,North,42.22,Spring
2022-01-21,S001,P0005,76,66.23,0.15,Cloudy,0,West,16.13,Summer
2022-01-21,S001,P0006,125,127.94,0.15,Sunny,0,South,16.93,Autumn
2022-01-21,S001,P0007,95,97.17,0.20,Sunny,0,North,67.59,Spring
2022-01-21,S001,P0008,17,16.00,0.05,Rainy,1,North,58.17,Winter
2022-01-21,S001,P0009,137,144.04,0.20,Cloudy,0,South,63.77,Winter
2022-01-21,S001,P0010,74,88.43,0.15,Cloudy,1,North,65.56,Autumn
2022-01-21,S001,P0011,30,31.43,0.15,Rainy,1,North,73.94,Winter
2022-01-21,S001,P0012,183,191.08,0.10,Sunny,0,South,71.81,Spring
2022-01-21,S001,P0013,26,36.12,0.20,Rainy,0,West,100.41,Winter
2022-01-21,S001,P0014,165,161.11,0.15,Cloudy,1,South,65.51,Spring
2022-01-21,S001,P0015,65,84.52,0.05,Rainy,0,North,55.76,Spring
2022-01-21,S001,P0016,168,170.24,0.15,Snowy,1,North,26.45,Winter
2022-01-21,S001,P0017,189,182.76,0.15,Snowy,1,East,91.46,Autumn
2022-01-21,S001,P0018,213,230.71,0.05,Snowy,0,North,43.92,Winter
2022-01-21,S001,P0019,46,54.11,0.00,Sunny,0,East,31.01,Winter
2022-01-21,S001,P0020,10,19.43,0.20,Cloudy,0,North,41.15,Spring
2022-01-21,S002,P0001,17,14.05,0.10,Rainy,0,South,64.76,Spring
2022-01-21,S002,P0002,49,64.75,0.20,Cloudy,0,West,39.64,Winter
2022-01-21,S002,P0003,147,159.77,0.05,Snowy,1,East,63.01,Autumn
2022-01-21,S002,P0004,476,482.79,0.15,Sunny,0,East,36.50,Autumn
2022-01-21,S002,P0005,5,-2.17,0.00,Rainy,1,South,34.00,Winter
2022-01-21,S002,P0006,32,51.98,0.15,Sunny,0,West,24.31,Summer
2022-01-21,S002,P0007,344,356.52,0.05,Cloudy,0,South,72.45,Spring
2022-01-21,S002,P0008,155,170.98,0.10,Snowy,0,South,90.06,Winter
2022-01-21,S002,P0009,428,446.87,0.10,Sunny,1,South,44.27,Autumn
2022-01-21,S002,P0010,72,63.18,0.10,Rainy,0,North,36.52,Spring
2022-01-21,S002,P0011,39,52.16,0.10,Sunny,0,North,49.89,Summer
2022-01-21,S002,P0012,455,448.04,0.10,Snowy,0,East,31.64,Summer
2022-01-21,S002,P0013,16,31.66,0.00,Snowy,0,West,28.86,Winter
2022-01-21,S002,P0014,112,114.68,0.00,Cloudy,0,North,75.68,Summer
2022-01-21,S002,P0015,80,74.97,0.15,Rainy,1,West,94.28,Autumn
2022-01-21,S002,P0016,53,54.64,0.00,Sunny,0,East,30.72,Summer
2022-01-21,S002,P0017,0,18.61,0.20,Cloudy,0,West,79.15,Winter
2022-01-21,S002,P0018,4,13.91,0.00,Cloudy,0,East,62.09,Winter
2022-01-21,S002,P0019,171,174.74,0.00,Sunny,1,North,89.16,Spring
2022-01-21,S002,P0020,229,220.65,0.15,Sunny,1,North,48.90,Winter
2022-01-21,S003,P0001,301,316.32,0.15,Sunny,1,North,72.02,Winter
2022-01-21,S003,P0002,73,85.69,0.05,Snowy,0,West,36.60,Winter
2022-01-21,S003,P0003,60,52.46,0.20,Cloudy,0,West,82.55,Summer
2022-01-21,S003,P0004,183,188.56,0.15,Sunny,1,South,37.60,Spring
2022-01-21,S003,P0005,387,383.78,0.05,Rainy,0,North,49.29,Winter
2022-01-21,S003,P0006,139,135.64,0.15,Sunny,1,West,56.20,Summer
2022-01-21,S003,P0007,155,171.96,0.20,Cloudy,0,North,64.30,Summer
2022-01-21,S003,P0008,39,55.31,0.10,Rainy,0,West,44.78,Winter
2022-01-21,S003,P0009,114,126.88,0.00,Snowy,0,West,60.23,Autumn
2022-01-21,S003,P0010,75,78.58,0.15,Snowy,0,East,98.46,Summer
2022-01-21,S003,P0011,347,356.61,0.00,Rainy,1,South,94.10,Winter
2022-01-21,S003,P0012,264,262.71,0.05,Sunny,1,South,18.75,Autumn
2022-01-21,S003,P0013,133,147.59,0.00,Rainy,1,North,40.96,Winter
2022-01-21,S003,P0014,135,135.42,0.20,Cloudy,0,West,87.86,Autumn
2022-01-21,S003,P0015,111,112.61,0.05,Cloudy,1,South,55.84,Winter
2022-01-21,S003,P0016,70,80.96,0.10,Cloudy,0,South,16.08,Spring
2022-01-21,S003,P0017,160,176.62,0.10,Snowy,1,South,88.09,Spring
2022-01-21,S003,P0018,26,43.73,0.05,Rainy,0,West,53.93,Summer
2022-01-21,S003,P0019,8,27.95,0.20,Cloudy,1,East,28.72,Summer
2022-01-21,S003,P0020,127,125.36,0.15,Cloudy,1,East,55.12,Autumn
2022-01-21,S004,P0001,69,78.69,0.10,Rainy,0,North,34.25,Winter
2022-01-21,S004,P0002,219,230.08,0.00,Cloudy,0,North,90.49,Autumn
2022-01-21,S004,P0003,6,15.99,0.05,Sunny,1,East,48.12,Summer
2022-01-21,S004,P0004,133,145.75,0.20,Cloudy,1,South,75.75,Autumn
2022-01-21,S004,P0005,97,114.67,0.15,Rainy,1,East,46.51,Summer
2022-01-21,S004,P0006,44,53.29,0.05,Snowy,0,North,51.53,Autumn
2022-01-21,S004,P0007,81,89.53,0.10,Rainy,0,East,10.64,Spring
2022-01-21,S004,P0008,391,391.10,0.10,Sunny,0,North,82.65,Spring
2022-01-21,S004,P0009,11,23.23,0.05,Cloudy,1,North,60.45,Summer
2022-01-21,S004,P0010,183,197.02,0.20,Sunny,1,West,94.59,Autumn
2022-01-21,S004,P0011,60,55.11,0.05,Cloudy,0,West,78.88,Winter
2022-01-21,S004,P0012,209,221.94,0.10,Rainy,1,East,71.47,Winter
2022-01-21,S004,P0013,67,81.79,0.15,Cloudy,1,West,67.75,Autumn
2022-01-21,S004,P0014,180,174.99,0.00,Cloudy,0,North,78.51,Summer
2022-01-21,S004,P0015,91,90.40,0.05,Cloudy,0,South,86.29,Winter
2022-01-21,S004,P0016,237,247.30,0.10,Snowy,1,North,95.72,Winter
2022-01-21,S004,P0017,260,255.89,0.05,Snowy,1,North,79.82,Summer
2022-01-21,S004,P0018,315,308.35,0.15,Cloudy,1,North,56.72,Winter
2022-01-21,S004,P0019,256,273.20,0.00,Snowy,0,West,77.45,Spring
2022-01-21,S004,P0020,1,18.15,0.20,Rainy,1,South,64.39,Summer
2022-01-21,S005,P0001,33,34.74,0.15,Sunny,0,East,42.55,Winter
2022-01-21,S005,P0002,124,124.07,0.15,Rainy,0,West,72.89,Spring
2022-01-21,S005,P0003,85,87.60,0.05,Sunny,0,West,26.32,Summer
2022-01-21,S005,P0004,81,87.65,0.20,Sunny,1,East,70.66,Autumn
2022-01-21,S005,P0005,125,131.82,0.00,Cloudy,0,North,36.66,Spring
2022-01-21,S005,P0006,142,155.69,0.00,Rainy,1,South,22.03,Summer
2022-01-21,S005,P0007,8,10.39,0.15,Cloudy,0,West,82.50,Spring
2022-01-21,S005,P0008,107,106.54,0.05,Sunny,0,North,43.40,Summer
2022-01-21,S005,P0009,19,31.27,0.10,Snowy,0,North,87.66,Winter
2022-01-21,S005,P0010,56,69.66,0.05,Cloudy,1,North,38.26,Autumn
2022-01-21,S005,P0011,57,60.66,0.05,Snowy,1,East,92.16,Spring
2022-01-21,S005,P0012,39,53.10,0.20,Sunny,1,South,19.20,Autumn
2022-01-21,S005,P0013,55,48.59,0.20,Cloudy,1,West,88.17,Winter
2022-01-21,S005,P0014,38,32.37,0.20,Rainy,1,North,88.50,Spring
2022-01-21,S005,P0015,36,39.19,0.15,Rainy,0,West,18.81,Summer
2022-01-21,S005,P0016,71,70.63,0.15,Cloudy,1,South,31.97,Autumn
2022-01-21,S005,P0017,297,308.88,0.10,Rainy,1,North,73.01,Winter
2022-01-21,S005,P0018,24,36.95,0.15,Cloudy,0,South,71.29,Winter
2022-01-21,S005,P0019,89,99.84,0.00,Snowy,1,West,68.54,Spring
2022-01-21,S005,P0020,144,149.09,0.20,Snowy,0,West,46.61,Winter
2022-01-22,S001,P0001,191,181.42,0.00,Snowy,1,North,91.45,Spring
2022-01-22,S001,P0002,416,413.41,0.20,Sunny,0,North,10.57,Winter
2022-01-22,S001,P0003,100,95.43,0.00,Snowy,1,South,46.05,Spring
2022-01-22,S001,P0004,308,310.62,0.20,Snowy,1,South,33.86,Spring
2022-01-22,S001,P0005,27,43.45,0.10,Snowy,0,West,50.89,Spring
2022-01-22,S001,P0006,66,68.45,0.05,Rainy,0,North,31.40,Summer
2022-01-22,S001,P0007,15,17.38,0.05,Snowy,1,West,20.46,Autumn
2022-01-22,S001,P0008,76,80.69,0.15,Sunny,0,West,49.11,Spring
2022-01-22,S001,P0009,222,219.57,0.15,Snowy,1,East,35.89,Winter
2022-01-22,S001,P0010,7,19.89,0.10,Cloudy,0,North,52.31,Spring
2022-01-22,S001,P0011,13,13.18,0.10,Sunny,1,South,44.62,Autumn
2022-01-22,S001,P0012,47,43.18,0.00,Rainy,1,North,69.50,Summer
2022-01-22,S001,P0013,48,53.19,0.10,Snowy,1,South,58.92,Spring
2022-01-22,S001,P0014,99,104.76,0.15,Cloudy,1,West,41.74,Winter
2022-01-22,S001,P0015,43,56.67,0.20,Sunny,1,East,34.75,Summer
2022-01-22,S001,P0016,43,59.05,0.20,Snowy,1,North,25.78,Spring
2022-01-22,S001,P0017,77,90.43,0.10,Rainy,0,North,64.59,Winter
2022-01-22,S001,P0018,391,400.41,0.10,Sunny,1,South,63.93,Winter
2022-01-22,S001,P0019,449,453.89,0.10,Snowy,0,South,68.77,Spring
2022-01-22,S001,P0020,215,219.18,0.00,Rainy,0,South,44.05,Summer
2022-01-22,S002,P0001,60,61.07,0.05,Snowy,1,North,43.80,Spring
2022-01-22,S002,P0002,58,64.40,0.00,Snowy,1,North,52.23,Summer
2022-01-22,S002,P0003,74,73.89,0.15,Cloudy,0,South,81.25,Autumn
2022-01-22,S002,P0004,232,247.32,0.20,Cloudy,0,West,29.56,Winter
2022-01-22,S002,P0005,54,69.78,0.05,Snowy,0,West,26.26,Spring
2022-01-22,S002,P0006,78,91.43,0.15,Rainy,0,North,61.46,Winter
2022-01-22,S002,P0007,51,58.33,0.05,Sunny,0,North,83.66,Summer
2022-01-22,S002,P0008,90,104.18,0.00,Cloudy,1,East,71.22,Winter
2022-01-22,S002,P0009,92,86.98,0.20,Rainy,1,South,32.99,Autumn
2022-01-22,S002,P0010,206,199.22,0.00,Snowy,0,West,51.81,Spring
2022-01-22,S002,P0011,67,83.95,0.20,Sunny,0,East,42.14,Spring
2022-01-22,S002,P0012,64,79.36,0.05,Cloudy,1,East,13.00,Summer
2022-01-22,S002,P0013,64,61.90,0.15,Snowy,1,West,95.25,Autumn
2022-01-22,S002,P0014,7,20.74,0.10,Snowy,1,East,93.45,Autumn
2022-01-22,S002,P0015,324,322.14,0.15,Snowy,1,West,15.07,Autumn
2022-01-22,S002,P0016,284,280.51,0.10,Rainy,1,North,24.63,Spring
2022-01-22,S002,P0017,128,141.70,0.00,Rainy,1,South,69.37,Winter
2022-01-22,S002,P0018,118,112.21,0.10,Sunny,1,South,43.63,Winter
2022-01-22,S002,P0019,422,434.49,0.00,Rainy,1,North,79.53,Autumn
2022-01-22,S002,P0020,29,40.05,0.05,Sunny,1,West,63.68,Summer
2022-01-22,S003,P0001,156,158.45,0.15,Cloudy,0,North,65.52,Spring
2022-01-22,S003,P0002,76,84.25,0.05,Cloudy,0,North,74.75,Summer
2022-01-22,S003,P0003,115,118.29,0.00,Cloudy,1,West,35.72,Summer
2022-01-22,S003,P0004,112,108.81,0.15,Rainy,0,West,26.24,Spring
2022-01-22,S003,P0005,324,319.38,0.20,Rainy,1,East,21.37,Spring
2022-01-22,S003,P0006,360,358.31,0.10,Sunny,0,South,14.98,Winter
2022-01-22,S003,P0007,86,104.06,0.00,Cloudy,0,South,78.49,Spring
2022-01-22,S003,P0008,28,45.01,0.15,Rainy,0,South,47.10,Autumn
2022-01-22,S003,P0009,141,132.30,0.20,Rainy,1,North,62.28,Autumn
2022-01-22,S003,P0010,55,73.61,0.15,Snowy,0,North,26.63,Spring
2022-01-22,S003,P0011,170,169.18,0.15,Cloudy,1,North,98.52,Winter
2022-01-22,S003,P0012,482,486.11,0.05,Rainy,0,North,52.78,Spring
2022-01-22,S003,P0013,19,12.52,0.00,Cloudy,1,South,94.22,Autumn
2022-01-22,S003,P0014,40,56.17,0.10,Cloudy,0,South,16.93,Summer
2022-01-22,S003,P0015,158,162.20,0.20,Sunny,0,North,29.70,Spring
2022-01-22,S003,P0016,143,142.69,0.10,Snowy,1,North,59.70,Winter
2022-01-22,S003,P0017,150,163.65,0.00,Rainy,1,East,81.95,Spring
2022-01-22,S003,P0018,175,175.78,0.10,Rainy,0,East,74.08,Summer
2022-01-22,S003,P0019,283,300.94,0.10,Rainy,0,East,90.30,Autumn
2022-01-22,S003,P0020,119,117.75,0.05,Rainy,1,North,62.17,Autumn
2022-01-22,S004,P0001,155,174.61,0.05,Cloudy,1,North,67.67,Autumn
2022-01-22,S004,P0002,7,23.73,0.10,Rainy,1,South,9.68,Spring
2022-01-22,S004,P0003,76,68.47,0.00,Cloudy,0,North,29.32,Winter
2022-01-22,S004,P0004,31,49.84,0.10,Snowy,0,East,26.16,Winter
2022-01-22,S004,P0005,111,120.34,0.15,Rainy,1,West,65.54,Summer
2022-01-22,S004,P0006,263,264.48,0.05,Snowy,1,West,41.05,Autumn
2022-01-22,S004,P0007,124,137.91,0.00,Sunny,0,South,86.18,Autumn
2022-01-22,S004,P0008,231,225.03,0.00,Sunny,0,East,69.29,Summer
2022-01-22,S004,P0009,64,55.00,0.05,Cloudy,0,West,48.67,Summer
2022-01-22,S004,P0010,169,167.30,0.00,Snowy,1,North,77.18,Autumn
2022-01-22,S004,P0011,150,167.57,0.05,Sunny,1,East,71.19,Summer
2022-01-22,S004,P0012,124,128.83,0.15,Cloudy,0,North,19.21,Winter
2022-01-22,S004,P0013,196,204.35,0.00,Sunny,0,East,25.47,Winter
2022-01-22,S004,P0014,180,187.84,0.20,Rainy,1,North,83.50,Summer
2022-01-22,S004,P0015,41,32.96,0.05,Cloudy,1,South,63.52,Autumn
2022-01-22,S004,P0016,234,228.66,0.10,Rainy,0,West,86.87,Winter
2022-01-22,S004,P0017,140,142.42,0.10,Sunny,0,North,51.29,Spring
2022-01-22,S004,P0018,325,339.09,0.10,Snowy,1,West,15.75,Autumn
2022-01-22,S004,P0019,41,43.34,0.05,Cloudy,0,East,75.76,Summer
2022-01-22,S004,P0020,42,59.69,0.20,Snowy,0,West,62.27,Winter
2022-01-22,S005,P0001,82,94.63,0.10,Sunny,1,North,64.30,Autumn
2022-01-22,S005,P0002,52,56.55,0.15,Sunny,1,North,14.30,Spring
2022-01-22,S005,P0003,57,70.63,0.10,Sunny,1,South,99.59,Summer
2022-01-22,S005,P0004,46,45.58,0.00,Sunny,1,East,74.10,Winter
2022-01-22,S005,P0005,445,463.48,0.10,Sunny,0,North,58.38,Winter
2022-01-22,S005,P0006,374,392.08,0.05,Snowy,1,South,12.80,Spring
2022-01-22,S005,P0007,71,89.48,0.05,Snowy,0,South,68.24,Summer
2022-01-22,S005,P0008,337,347.08,0.05,Rainy,1,South,59.13,Autumn
2022-01-22,S005,P0009,373,383.66,0.10,Cloudy,1,East,58.67,Winter
2022-01-22,S005,P0010,398,401.85,0.00,Sunny,1,South,72.02,Summer
2022-01-22,S005,P0011,153,149.03,0.15,Cloudy,0,West,82.40,Summer
2022-01-22,S005,P0012,52,68.05,0.20,Sunny,1,South,12.10,Winter
2022-01-22,S005,P0013,279,272.90,0.10,Snowy,1,North,47.02,Autumn
2022-01-22,S005,P0014,44,60.72,0.15,Sunny,0,East,61.40,Winter
2022-01-22,S005,P0015,344,341.82,0.10,Snowy,1,West,47.55,Summer
2022-01-22,S005,P0016,49,60.86,0.05,Sunny,1,South,78.37,Winter
2022-01-22,S005,P0017,114,113.24,0.10,Rainy,1,North,33.65,Autumn
2022-01-22,S005,P0018,85,75.13,0.15,Snowy,1,West,51.83,Winter
2022-01-22,S005,P0019,147,157.82,0.05,Snowy,1,South,60.57,Spring
2022-01-22,S005,P0020,77,67.56,0.20,Cloudy,1,East,21.89,Summer
2022-01-23,S001,P0001,79,69.99,0.15,Cloudy,0,West,25.19,Spring
2022-01-23,S001,P0002,104,105.32,0.10,Sunny,1,West,85.42,Winter
2022-01-23,S001,P0003,42,52.69,0.05,Cloudy,1,North,36.93,Summer
2022-01-23,S001,P0004,137,141.62,0.05,Sunny,0,East,82.09,Spring
2022-01-23,S001,P0005,83,92.27,0.20,Rainy,0,West,9.09,Spring
2022-01-23,S001,P0006,97,88.87,0.10,Rainy,1,East,48.31,Spring
2022-01-23,S001,P0007,95,110.46,0.05,Rainy,1,North,45.89,Autumn
2022-01-23,S001,P0008,54,48.20,0.00,Rainy,0,East,9.28,Spring
2022-01-23,S001,P0009,96,99.28,0.10,Rainy,1,East,101.52,Spring
2022-01-23,S001,P0010,32,40.79,0.05,Rainy,0,North,68.22,Spring
2022-01-23,S001,P0011,168,174.73,0.05,Cloudy,1,North,76.11,Winter
2022-01-23,S001,P0012,33,42.66,0.10,Cloudy,1,East,101.49,Spring
2022-01-23,S001,P0013,32,41.82,0.00,Cloudy,0,East,36.51,Autumn
2022-01-23,S001,P0014,17,9.97,0.10,Sunny,1,South,86.97,Spring
2022-01-23,S001,P0015,67,75.17,0.20,Rainy,1,North,49.24,Summer
2022-01-23,S001,P0016,55,48.72,0.20,Cloudy,0,South,56.07,Autumn
2022-01-23,S001,P0017,74,92.96,0.10,Cloudy,0,South,36.82,Spring
2022-01-23,S001,P0018,106,116.13,0.00,Rainy,1,South,23.48,Winter
2022-01-23,S001,P0019,68,85.04,0.00,Cloudy,0,East,59.40,Winter
2022-01-23,S001,P0020,6,10.48,0.20,Rainy,0,East,49.73,Summer
2022-01-23,S002,P0001,10,7.68,0.20,Sunny,0,South,50.44,Spring
2022-01-23,S002,P0002,2,4.93,0.20,Rainy,0,South,75.49,Summer
2022-01-23,S002,P0003,387,401.41,0.00,Sunny,1,East,42.83,Summer
2022-01-23,S002,P0004,157,162.80,0.05,Rainy,1,East,79.80,Summer
2022-01-23,S002,P0005,151,155.60,0.00,Sunny,0,North,84.22,Winter
2022-01-23,S002,P0006,151,155.72,0.15,Snowy,0,South,81.73,Winter
2022-01-23,S002,P0007,161,176.08,0.05,Sunny,0,East,85.24,Winter
2022-01-23,S002,P0008,101,101.49,0.00,Rainy,0,North,60.63,Winter
2022-01-23,S002,P0009,166,156.08,0.20,Sunny,0,West,10.24,Autumn
2022-01-23,S002,P0010,278,287.91,0.10,Rainy,1,East,67.57,Winter
2022-01-23,S002,P0011,133,131.69,0.00,Snowy,1,East,20.99,Winter
2022-01-23,S002,P0012,64,55.49,0.10,Snowy,1,North,9.24,Winter
2022-01-23,S002,P0013,10,13.43,0.05,Snowy,1,East,26.87,Winter
2022-01-23,S002,P0014,121,122.67,0.00,Sunny,0,South,81.59,Spring
2022-01-23,S002,P0015,357,351.63,0.05,Cloudy,0,South,65.58,Summer
2022-01-23,S002,P0016,79,89.49,0.00,Rainy,0,South,61.91,Summer
2022-01-23,S002,P0017,213,229.67,0.15,Sunny,0,North,22.39,Summer
2022-01-23,S002,P0018,194,195.20,0.00,Snowy,0,West,14.35,Summer
2022-01-23,S002,P0019,144,138.23,0.10,Snowy,1,North,16.07,Autumn
